Data,Ponto,Lo80,Hi80,Lo95,Hi95
2026,0.2853720948854015,-0.10804951211942365,0.6787937018902266,-0.3163143305388062,0.8870585203096092
2026.0833333333333,0.6084405855163517,0.1480621517576698,1.0688190192750335,-0.0956474696861157,1.3125286407188193
2026.1666666666667,0.5005355220493299,0.017769493341660225,0.9833015507569997,-0.2377914049864689,1.2388624490851288
2026.25,0.44631374285932346,-0.04446289048771834,0.9370903762063653,-0.3042643467591427,1.1968918324777897
2026.3333333333333,0.3975009868866665,-0.09620147191357303,0.891203445686906,-0.35755176662164584,1.1525537403949788
2026.4166666666667,0.37186576181628894,-0.12291296671847385,0.8666444903510517,-0.384833004208437,1.1285645278410148
2026.5,0.35036360280262113,-0.14481205120926488,0.8455392568145071,-0.40694220835444594,1.1076694139596883
2026.5833333333333,0.2727884475142657,-0.22253372930435078,0.7681106243328821,-0.4847414509380975,1.030318345966629
2026.6666666666667,0.4356099892335842,-0.059766294367338935,0.9309862728345073,-0.3220026584014819,1.1932226368686503
2026.75,0.4663003774823423,-0.02909588874078406,0.9616966437054687,-0.2913428309361429,1.2239435859008276
2026.8333333333333,0.4416482232367922,-0.05375542313325671,0.9370518696068411,-0.3160062721424035,1.199302718615988
2026.9166666666667,0.539131635142334,0.04372526342940608,1.0345380068552619,-0.2185270282891133,1.2967902985737814
2027,0.42561406348502023,-0.07254441600145739,0.9237725429714978,-0.33625358557193946,1.1874817125419799
2027.0833333333333,0.6650900426167965,0.16591891680394055,1.1642611684296524,-0.09832631535062741,1.4285064005842205
2027.1666666666667,0.5426337906999499,0.043089166071415996,1.0421784153284839,-0.22135378441290832,1.306621365812808
2027.25,0.47821556035080515,-0.02146694436083718,0.9778980650624475,-0.2859828841522075,1.242414004853818
2027.3333333333333,0.42509576091451,-0.07463765977751013,0.9248291816065302,-0.3391805528607668,1.189372074689787
2027.4166666666667,0.3963627735144688,-0.1033894515315889,0.8961149985605266,-0.3679422990385718,1.1606678460675095
2027.5,0.3736836692497917,-0.12607550094742848,0.8734428394470118,-0.39063202499535365,1.137999363494937
2027.5833333333333,0.30307936357672244,-0.19668237176047831,0.8028410989139232,-0.4612402537114844,1.0673989808649293
2027.6666666666667,0.44511959001969065,-0.0546430927230348,0.9448822727624161,-0.3192014762002308,1.209440656239612
2027.75,0.471313919073892,-0.028449113541044235,0.9710769516888282,-0.2930076822294009,1.2356355203771847
2027.8333333333333,0.4490890360564987,-0.05067412565061574,0.9488521977636131,-0.3152327626762436,1.213410834789241
2027.9166666666667,0.5346472225372665,0.034884013507804346,1.0344104315667286,-0.22967464856876119,1.298969093643294
